id_igre,ime,konzola,konzola_kratica,ocena,tezavnost,dolzina,povezava 
196957,Command & Conquer,pc,PC,3.95,3.67,39.69,/pc/196957-command-and-conquer
641555,Rhythm Thief & the Emperor's Treasure,3ds,3DS,3.95,3.37,21.98,/3ds/641555-rhythm-thief-and-the-emperors-treasure
955760,Spelunky,pc,PC,3.95,4.27,44.46,/pc/955760-spelunky
672366,DOOM 3 BFG Edition,xbox360,X360,3.95,3.20,23.73,/xbox360/672366-doom-3-bfg-edition
575653,Teenage Mutant Ninja Turtles: Turtles in Time,arcade,ARC,3.95,3.14,9.86,/arcade/575653-teenage-mutant-ninja-turtles-turtles-in-time
763218,NES Remix Pack,wii-u,WIIU,3.95,3.42,32.19,/wii-u/763218-nes-remix-pack
954390,WarioWare D.I.Y.,ds,DS,3.95,2.79,38.05,/ds/954390-warioware-diy
944521,Resistance 2,ps3,PS3,3.95,3.09,20.45,/ps3/944521-resistance-2
681159,Chaos on Deponia,pc,PC,3.95,3.04,13.23,/pc/681159-chaos-on-deponia
250600,Kirby 64: The Crystal Shards,n64,N64,3.95,2.60,17.60,/n64/250600-kirby-64-the-crystal-shards
924453,Mega Man Battle Network 5: Team Colonel,gba,GBA,3.95,3.18,39.31,/gba/924453-mega-man-battle-network-5-team-colonel
9487,The Dig,pc,PC,3.95,3.49,16.99,/pc/9487-the-dig
928827,World Soccer Winning Eleven 9,ps2,PS2,3.95,3.05,67.22,/ps2/928827-world-soccer-winning-eleven-9
924199,Star Ocean 3: Till the End of Time,ps2,PS2,3.94,3.60,73.71,/ps2/924199-star-ocean-3-till-the-end-of-time
718920,Kingdom Hearts III,ps4,PS4,3.94,2.56,49.85,/ps4/718920-kingdom-hearts-iii
625528,Resident Evil Code: Veronica X HD,ps3,PS3,3.94,3.63,20.68,/ps3/625528-resident-evil-code-veronica-x-hd
935320,Diablo Hellfire Bundle,pc,PC,3.94,3.12,56.46,/pc/935320-diablo-hellfire-bundle
914672,Romance of the Three Kingdoms VIII,ps2,PS2,3.94,3.38,70.19,/ps2/914672-romance-of-the-three-kingdoms-viii
800925,LEGO Batman 3: Beyond Gotham,xbox360,X360,3.94,2.53,32.33,/xbox360/800925-lego-batman-3-beyond-gotham
636041,Dishonored,ps3,PS3,3.94,3.19,23.35,/ps3/636041-dishonored
730871,Valiant Hearts: The Great War,ps4,PS4,3.94,2.07,10.34,/ps4/730871-valiant-hearts-the-great-war
586547,ToeJam & Earl in Panic on Funkotron,genesis,GEN,3.94,3.08,12.62,/genesis/586547-toejam-and-earl-in-panic-on-funkotron
562603,Call of Cthulhu: Dark Corners of the Earth,xbox,XBOX,3.94,3.84,13.21,/xbox/562603-call-of-cthulhu-dark-corners-of-the-earth
960545,Golden Sun: Dark Dawn,ds,DS,3.94,2.67,37.09,/ds/960545-golden-sun-dark-dawn
804193,Darkest Dungeon,pc,PC,3.94,4.60,60.63,/pc/804193-darkest-dungeon
626633,Super Street Fighter IV: Arcade Edition,ps3,PS3,3.94,3.52,34.27,/ps3/626633-super-street-fighter-iv-arcade-edition
588902,Blazing Lazers,tg16,TG16,3.94,3.60,12.03,/tg16/588902-blazing-lazers
563452,Punch-Out!!,nes,NES,3.94,3.99,12.89,/nes/563452-punch-out
953869,Phantasy Star Zero,ds,DS,3.94,3.18,45.70,/ds/953869-phantasy-star-zero
636662,The Binding of Isaac,pc,PC,3.94,4.00,46.11,/pc/636662-the-binding-of-isaac
997471,Hard Corps: Uprising,xbox360,X360,3.94,4.20,14.89,/xbox360/997471-hard-corps-uprising
937717,The Godfather: The Don's Edition,ps3,PS3,3.94,2.89,34.40,/ps3/937717-the-godfather-the-dons-edition
943500,Just Cause 2,xbox360,X360,3.94,3.07,47.57,/xbox360/943500-just-cause-2
955520,Dragon Ball Z: Attack of the Saiyans,ds,DS,3.94,3.01,30.22,/ds/955520-dragon-ball-z-attack-of-the-saiyans
588673,Soul Blazer,snes,SNES,3.94,2.94,19.07,/snes/588673-soul-blazer
561993,The Sims Deluxe,pc,PC,3.94,2.58,67.24,/pc/561993-the-sims-deluxe
959019,The Legend of Zelda: Spirit Tracks,ds,DS,3.94,3.01,29.37,/ds/959019-the-legend-of-zelda-spirit-tracks
682635,Killzone Trilogy,ps3,PS3,3.94,3.30,41.92,/ps3/682635-killzone-trilogy
196990,Crazy Taxi,dreamcast,DC,3.94,3.08,20.25,/dreamcast/196990-crazy-taxi
672473,Injustice: Gods Among Us,xbox360,X360,3.94,3.21,17.27,/xbox360/672473-injustice-gods-among-us
915014,Evil Genius,pc,PC,3.94,3.36,39.18,/pc/915014-evil-genius
185355,Slime Rancher,pc,PC,3.94,2.03,24.01,/pc/185355-slime-rancher
230226,Final Fantasy XV: Royal Edition,ps4,PS4,3.94,2.92,70.48,/ps4/230226-final-fantasy-xv-royal-edition
605596,Infinity Blade,iphone,IOS,3.94,3.25,21.99,/iphone/605596-infinity-blade
924556,Tom Clancy's Splinter Cell: Chaos Theory,ps2,PS2,3.94,3.23,22.47,/ps2/924556-tom-clancys-splinter-cell-chaos-theory
528587,Thief: Deadly Shadows,pc,PC,3.94,3.08,33.61,/pc/528587-thief-deadly-shadows
800895,Metro: Last Light Redux,pc,PC,3.94,3.01,15.51,/pc/800895-metro-last-light-redux
921995,Call of Duty 2,pc,PC,3.94,2.94,17.05,/pc/921995-call-of-duty-2
929245,The Lord of the Rings: The Battle for Middle-Earth II,pc,PC,3.94,3.04,36.69,/pc/929245-the-lord-of-the-rings-the-battle-for-middle-earth-ii
739537,Rayman Legends,xboxone,XONE,3.94,3.13,25.53,/xboxone/739537-rayman-legends
925777,Midnight Club 3: DUB Edition,psp,PSP,3.94,3.20,44.22,/psp/925777-midnight-club-3-dub-edition
583957,The Simpsons,arcade,ARC,3.94,3.30,6.39,/arcade/583957-the-simpsons
914779,Thief: Deadly Shadows,xbox,XBOX,3.94,3.40,21.05,/xbox/914779-thief-deadly-shadows
586008,The Adventures of Batman & Robin,genesis,GEN,3.94,4.17,7.28,/genesis/586008-the-adventures-of-batman-and-robin
920508,SWAT 4,pc,PC,3.94,3.50,16.53,/pc/920508-swat-4
563276,Kirby's Dream Land 2,gameboy,GB,3.94,2.79,10.97,/gameboy/563276-kirbys-dream-land-2
583596,Marvel Super Heroes,arcade,ARC,3.94,3.08,15.47,/arcade/583596-marvel-super-heroes
945121,Resident Evil Archives: Resident Evil Zero,wii,WII,3.94,3.53,18.11,/wii/945121-resident-evil-archives-resident-evil-zero
960429,FIFA Soccer 10,xbox360,X360,3.94,2.79,42.44,/xbox360/960429-fifa-soccer-10
238780,Bloodstained: Curse of the Moon,switch,NS,3.94,3.46,7.11,/switch/238780-bloodstained-curse-of-the-moon
987823,Vanquish,xbox360,X360,3.94,3.40,14.60,/xbox360/987823-vanquish
686410,Darkstalkers Resurrection,ps3,PS3,3.94,3.29,19.13,/ps3/686410-darkstalkers-resurrection
959468,Zenonia,iphone,IOS,3.94,3.36,27.63,/iphone/959468-zenonia
563438,Maniac Mansion,nes,NES,3.94,3.39,17.46,/nes/563438-maniac-mansion
197705,Kagero: Deception II,ps,PS,3.94,3.63,41.28,/ps/197705-kagero-deception-ii
927143,Need for Speed: Most Wanted,xbox360,X360,3.94,3.12,32.94,/xbox360/927143-need-for-speed-most-wanted
680070,Puppeteer,ps3,PS3,3.94,2.73,16.91,/ps3/680070-puppeteer
950892,The Witcher: Enhanced Edition,pc,PC,3.94,3.13,51.88,/pc/950892-the-witcher-enhanced-edition
637240,Ultimate Marvel vs. Capcom 3,ps3,PS3,3.94,3.33,28.74,/ps3/637240-ultimate-marvel-vs-capcom-3
524513,Wario Land 4,gba,GBA,3.94,3.03,16.96,/gba/524513-wario-land-4
705639,Mighty Switch Force! 2,3ds,3DS,3.94,3.29,7.11,/3ds/705639-mighty-switch-force-2
196635,Armored Core: Master of Arena,ps,PS,3.94,3.61,37.10,/ps/196635-armored-core-master-of-arena
198697,Sonic Jam,saturn,SAT,3.94,3.01,26.46,/saturn/198697-sonic-jam
943637,Yggdra Union: We'll Never Fight Alone,psp,PSP,3.94,3.72,39.27,/psp/943637-yggdra-union-well-never-fight-alone
944199,Call of Duty: World at War,xbox360,X360,3.94,3.23,26.62,/xbox360/944199-call-of-duty-world-at-war
920077,Mercenaries: Playground of Destruction,ps2,PS2,3.94,3.06,32.89,/ps2/920077-mercenaries-playground-of-destruction
108655,One Piece: Pirate Warriors 3,pc,PC,3.94,2.83,54.30,/pc/108655-one-piece-pirate-warriors-3
929408,Pokemon Mystery Dungeon: Red Rescue Team,gba,GBA,3.94,3.10,45.46,/gba/929408-pokemon-mystery-dungeon-red-rescue-team
939316,Half-Life: Source,pc,PC,3.94,3.19,18.40,/pc/939316-half-life-source
928520,Guitar Hero,ps2,PS2,3.94,3.19,25.90,/ps2/928520-guitar-hero
612240,Tetris,ps3,PS3,3.94,3.08,28.27,/ps3/612240-tetris
915029,Berserk: Millennium Falcon Hen Seima Senki no Shou,ps2,PS2,3.94,3.37,20.59,/ps2/915029-berserk-millennium-falcon-hen-seima-senki-no-shou
978017,Excitebike: World Rally,wii,WII,3.94,2.88,12.38,/wii/978017-excitebike-world-rally
996661,One Piece: Gigant Battle!,ds,DS,3.94,3.42,37.06,/ds/996661-one-piece-gigant-battle
583011,Silent Line: Armored Core,ps2,PS2,3.94,3.72,32.31,/ps2/583011-silent-line-armored-core
198899,Tekken 2,ps,PS,3.94,3.15,22.53,/ps/198899-tekken-2
878359,Overwatch,pc,PC,3.94,3.10,75.38,/pc/878359-overwatch
204444,Fire Emblem Warriors,3ds,3DS,3.94,3.05,57.09,/3ds/204444-fire-emblem-warriors
581774,Sonic Classics,genesis,GEN,3.94,3.00,18.80,/genesis/581774-sonic-classics
552350,Icewind Dale II,pc,PC,3.93,3.63,55.74,/pc/552350-icewind-dale-ii
475156,Fatal Fury: Mark of the Wolves,dreamcast,DC,3.93,3.57,12.46,/dreamcast/475156-fatal-fury-mark-of-the-wolves
988768,LEGO Star Wars III: The Clone Wars,wii,WII,3.93,2.79,37.21,/wii/988768-lego-star-wars-iii-the-clone-wars
234537,Captain Toad: Treasure Tracker,switch,NS,3.93,2.67,25.14,/switch/234537-captain-toad-treasure-tracker
622417,Unchained Blades,psp,PSP,3.93,3.59,66.64,/psp/622417-unchained-blades
169579,Destiny: The Taken King - Legendary Edition,ps4,PS4,3.93,3.14,69.86,/ps4/169579-destiny-the-taken-king-legendary-edition
932644,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,psp,PSP,3.93,3.02,18.78,/psp/932644-socom-us-navy-seals-fireteam-bravo-2
943145,Luminous Arc 2,ds,DS,3.93,3.02,42.06,/ds/943145-luminous-arc-2
971481,3D Dot Game Heroes,ps3,PS3,3.93,3.24,33.92,/ps3/971481-3d-dot-game-heroes
950923,Wii Sports Resort,wii,WII,3.93,2.62,28.04,/wii/950923-wii-sports-resort
952634,The Last Guardian,ps4,PS4,3.93,2.95,14.78,/ps4/952634-the-last-guardian
457649,Medal of Honor: Allied Assault,pc,PC,3.93,3.13,20.54,/pc/457649-medal-of-honor-allied-assault
198113,Need for Speed II SE,pc,PC,3.93,2.80,39.23,/pc/198113-need-for-speed-ii-se
620882,Skullgirls,xbox360,X360,3.93,3.68,8.40,/xbox360/620882-skullgirls
727958,Child of Light,xboxone,XONE,3.93,2.74,25.73,/xboxone/727958-child-of-light
937798,Aquaria,pc,PC,3.93,3.20,25.66,/pc/937798-aquaria
996574,Monster Tale,ds,DS,3.93,2.85,13.24,/ds/996574-monster-tale
946570,Naruto: Clash of Ninja Revolution 2,wii,WII,3.93,3.11,24.11,/wii/946570-naruto-clash-of-ninja-revolution-2
587253,Disney's DuckTales,nes,NES,3.93,2.97,6.72,/nes/587253-disneys-ducktales
588219,Biker Mice From Mars,snes,SNES,3.93,3.00,11.01,/snes/588219-biker-mice-from-mars
937274,Raw Danger!,ps2,PS2,3.93,3.05,27.39,/ps2/937274-raw-danger
939067,Super Street Fighter II Turbo HD Remix,ps3,PS3,3.93,3.52,17.62,/ps3/939067-super-street-fighter-ii-turbo-hd-remix
647588,3D Classics: Kirby's Adventure,3ds,3DS,3.93,2.82,10.27,/3ds/647588-3d-classics-kirbys-adventure
196605,Anachronox,pc,PC,3.93,2.85,41.28,/pc/196605-anachronox
587488,Ninja Gaiden,nes,NES,3.93,4.56,12.50,/nes/587488-ninja-gaiden
114535,BOXBOY!,3ds,3DS,3.93,3.13,11.12,/3ds/114535-boxboy
943499,Just Cause 2,ps3,PS3,3.93,3.05,48.86,/ps3/943499-just-cause-2
666536,Unepic,pc,PC,3.93,3.52,43.43,/pc/666536-unepic
199315,Wipeout 3,ps,PS,3.93,3.59,22.16,/ps/199315-wipeout-3
688105,Demon Gaze,vita,VITA,3.93,3.38,55.37,/vita/688105-demon-gaze
969696,Braid,ps3,PS3,3.93,3.83,10.53,/ps3/969696-braid
714315,Wolfenstein: The New Order,xboxone,XONE,3.93,3.29,22.32,/xboxone/714315-wolfenstein-the-new-order
586607,Wonder Boy in Monster World,genesis,GEN,3.93,3.28,15.11,/genesis/586607-wonder-boy-in-monster-world
631936,LEGO Harry Potter: Years 5-7,ps3,PS3,3.93,2.29,28.92,/ps3/631936-lego-harry-potter-years-5-7
952300,Henry Hatsworth in the Puzzling Adventure,ds,DS,3.93,3.93,19.60,/ds/952300-henry-hatsworth-in-the-puzzling-adventure
605948,Prince of Persia Classic Trilogy HD,ps3,PS3,3.93,3.29,37.17,/ps3/605948-prince-of-persia-classic-trilogy-hd
922165,Sid Meier's Civilization III: Complete,pc,PC,3.93,3.34,57.46,/pc/922165-sid-meiers-civilization-iii-complete
719092,Final Fantasy XV,xboxone,XONE,3.93,3.03,66.26,/xboxone/719092-final-fantasy-xv
672353,Final Fantasy Dimensions,android,AND,3.93,3.00,58.59,/android/672353-final-fantasy-dimensions
588631,Romance of the Three Kingdoms IV: Wall of Fire,snes,SNES,3.93,3.27,54.97,/snes/588631-romance-of-the-three-kingdoms-iv-wall-of-fire
583713,The Punisher,arcade,ARC,3.93,3.13,15.57,/arcade/583713-the-punisher
942778,The Dishwasher: Dead Samurai,xbox360,X360,3.93,3.79,9.45,/xbox360/942778-the-dishwasher-dead-samurai
63635,Caesar III,pc,PC,3.93,3.84,58.53,/pc/63635-caesar-iii
925599,Jump Superstars,ds,DS,3.93,3.10,28.85,/ds/925599-jump-superstars
928861,Supreme Commander,pc,PC,3.93,3.36,40.10,/pc/928861-supreme-commander
735003,SOMA,ps4,PS4,3.93,3.02,10.52,/ps4/735003-soma
928820,Dynasty Warriors 5: Xtreme Legends,ps2,PS2,3.93,2.93,40.98,/ps2/928820-dynasty-warriors-5-xtreme-legends
952823,Kenka Bancho: Badass Rumble,psp,PSP,3.93,3.04,23.60,/psp/952823-kenka-bancho-badass-rumble
202915,LEGO City Undercover,switch,NS,3.93,2.12,44.20,/switch/202915-lego-city-undercover
570424,Battle Mania: Daiginjou,genesis,GEN,3.93,3.26,10.48,/genesis/570424-battle-mania-daiginjou
583630,Super Street Fighter II,arcade,ARC,3.93,3.21,15.43,/arcade/583630-super-street-fighter-ii
700994,Resident Evil: Revelations,ps3,PS3,3.93,3.26,26.29,/ps3/700994-resident-evil-revelations
204383,Wonder Boy: The Dragon's Trap,switch,NS,3.93,3.27,9.67,/switch/204383-wonder-boy-the-dragons-trap
641802,Persona 4 Arena,xbox360,X360,3.93,3.11,26.65,/xbox360/641802-persona-4-arena
631229,Dragon Age: Inquisition,xbox360,X360,3.93,3.07,75.97,/xbox360/631229-dragon-age-inquisition
939158,GRID (2008),pc,PC,3.93,3.29,28.79,/pc/939158-grid-2008
955296,Defense Grid: The Awakening,pc,PC,3.93,3.38,28.20,/pc/955296-defense-grid-the-awakening
192047,Quake III Arena,pc,PC,3.93,3.28,36.46,/pc/192047-quake-iii-arena
452036,Pokemon Stadium 2,n64,N64,3.93,3.15,34.75,/n64/452036-pokemon-stadium-2
199991,Uncharted 3: Drake's Deception Remastered,ps4,PS4,3.93,3.10,14.56,/ps4/199991-uncharted-3-drakes-deception-remastered
942199,Bully: Scholarship Edition,xbox360,X360,3.93,2.81,30.89,/xbox360/942199-bully-scholarship-edition
253551,Crash Team Racing: Nitro-Fueled,ps4,PS4,3.93,3.59,47.16,/ps4/253551-crash-team-racing-nitro-fueled
930058,Driver: San Francisco,ps3,PS3,3.93,3.00,30.14,/ps3/930058-driver-san-francisco
935719,Mega Man Star Force: Pegasus,ds,DS,3.93,3.00,30.40,/ds/935719-mega-man-star-force-pegasus
996443,Call of Duty: Black Ops,wii,WII,3.93,3.15,24.11,/wii/996443-call-of-duty-black-ops
988570,Darksiders II,xbox360,X360,3.93,3.16,32.35,/xbox360/988570-darksiders-ii
730062,Akiba's Trip: Undead & Undressed,vita,VITA,3.93,2.97,36.74,/vita/730062-akibas-trip-undead-and-undressed
197943,Might and Magic VIII: Day of the Destroyer,pc,PC,3.93,3.05,52.11,/pc/197943-might-and-magic-viii-day-of-the-destroyer
378081,Dragon Warrior I & II,gbc,GBC,3.93,3.23,39.00,/gbc/378081-dragon-warrior-i-and-ii
960422,Sonic & Sega All-Stars Racing,ps3,PS3,3.93,2.78,17.12,/ps3/960422-sonic-and-sega-all-stars-racing
943325,Eternal Sonata,ps3,PS3,3.93,3.12,48.26,/ps3/943325-eternal-sonata
955934,.hack//Link,psp,PSP,3.93,2.70,54.60,/psp/955934-hack-link
640922,Sonic CD,android,AND,3.93,3.13,10.17,/android/640922-sonic-cd
987737,Grand Theft Auto: Episodes from Liberty City,pc,PC,3.93,2.94,34.89,/pc/987737-grand-theft-auto-episodes-from-liberty-city
522595,Final Fantasy,nes,NES,3.93,3.69,34.92,/nes/522595-final-fantasy
717914,Fable Anniversary,xbox360,X360,3.93,2.77,35.48,/xbox360/717914-fable-anniversary
632823,ICO,ps3,PS3,3.93,3.03,11.20,/ps3/632823-ico
561233,Gladius,gamecube,GC,3.93,3.62,67.45,/gamecube/561233-gladius
197128,Dino Crisis,ps,PS,3.93,3.37,18.05,/ps/197128-dino-crisis
197892,MediEvil,ps,PS,3.93,3.12,20.49,/ps/197892-medievil
198817,Street Fighter Alpha 2,ps,PS,3.93,3.11,21.05,/ps/198817-street-fighter-alpha-2
575094,Final Fantasy Collection,ps,PS,3.93,3.16,53.51,/ps/575094-final-fantasy-collection
588046,Castle of Illusion Starring Mickey Mouse,sms,SMS,3.93,2.86,6.32,/sms/588046-castle-of-illusion-starring-mickey-mouse
540331,S.T.A.L.K.E.R.: Shadow of Chernobyl,pc,PC,3.92,3.56,34.73,/pc/540331-stalker-shadow-of-chernobyl
932377,The Legend of Zelda: Phantom Hourglass,ds,DS,3.92,2.96,27.75,/ds/932377-the-legend-of-zelda-phantom-hourglass
198886,Tales of Destiny,ps,PS,3.92,3.01,52.79,/ps/198886-tales-of-destiny
198976,The New Tetris,n64,N64,3.92,3.00,62.87,/n64/198976-the-new-tetris
982129,Mega Man 10,ps3,PS3,3.92,3.77,9.51,/ps3/982129-mega-man-10
928302,Tekken 6,ps3,PS3,3.92,3.26,33.80,/ps3/928302-tekken-6
519117,The Revenge of Shinobi,genesis,GEN,3.92,3.93,8.61,/genesis/519117-the-revenge-of-shinobi
585031,River Raid,atari2600,2600,3.92,3.43,6.07,/atari2600/585031-river-raid
714240,Wolfenstein: The New Order,pc,PC,3.92,3.07,15.60,/pc/714240-wolfenstein-the-new-order
564900,Star Wars: X-Wing,pc,PC,3.92,3.55,38.54,/pc/564900-star-wars-x-wing
921924,Classic NES Series: Castlevania,gba,GBA,3.92,4.20,7.23,/gba/921924-classic-nes-series-castlevania
926005,Atelier Iris 2: The Azoth of Destiny,ps2,PS2,3.92,2.78,47.89,/ps2/926005-atelier-iris-2-the-azoth-of-destiny
197468,Gran Turismo,ps,PS,3.92,3.40,54.10,/ps/197468-gran-turismo
680713,The Guided Fate Paradox,ps3,PS3,3.92,3.60,59.65,/ps3/680713-the-guided-fate-paradox
565071,King's Quest V: Absence Makes the Heart Go Yonder,pc,PC,3.92,3.44,17.51,/pc/565071-kings-quest-v-absence-makes-the-heart-go-yonder
988571,Darksiders II,ps3,PS3,3.92,3.07,36.12,/ps3/988571-darksiders-ii
945727,"Warhammer 40,000: Dawn of War II",pc,PC,3.92,3.08,31.87,/pc/945727-warhammer-40000-dawn-of-war-ii
191386,Tokyo Xanadu eX+,ps4,PS4,3.92,2.97,70.60,/ps4/191386-tokyo-xanadu-ex-plus
926429,Mabinogi,pc,PC,3.92,3.58,80.00+,/pc/926429-mabinogi
991817,Conduit 2,wii,WII,3.92,2.91,31.20,/wii/991817-conduit-2
986050,VVVVVV,pc,PC,3.92,3.90,5.80,/pc/986050-vvvvvv
960869,Battlefield 3,pc,PC,3.92,3.04,33.18,/pc/960869-battlefield-3
629250,Valdis Story: Abyssal City,pc,PC,3.92,3.87,25.60,/pc/629250-valdis-story-abyssal-city
939197,King's Bounty: The Legend,pc,PC,3.92,3.35,52.60,/pc/939197-kings-bounty-the-legend
369691,Spider-Man,ps,PS,3.92,2.96,16.29,/ps/369691-spider-man
198222,Oddworld: Abe's Exoddus,ps,PS,3.92,3.77,23.43,/ps/198222-oddworld-abes-exoddus
704519,WWE 2K14,ps3,PS3,3.92,2.90,35.22,/ps3/704519-wwe-2k14
583972,Galaga,arcade,ARC,3.92,3.39,23.56,/arcade/583972-galaga
918989,The Lord of the Rings: The Battle for Middle-Earth,pc,PC,3.92,3.08,36.42,/pc/918989-the-lord-of-the-rings-the-battle-for-middle-earth
588093,Land of Illusion starring Mickey Mouse,sms,SMS,3.92,2.89,7.05,/sms/588093-land-of-illusion-starring-mickey-mouse
146043,Project X Zone 2,3ds,3DS,3.92,2.85,60.94,/3ds/146043-project-x-zone-2
197726,King's Field II,ps,PS,3.92,3.61,46.31,/ps/197726-kings-field-ii
919774,Classic NES Series: Super Mario Bros.,gba,GBA,3.92,3.35,10.69,/gba/919774-classic-nes-series-super-mario-bros
657993,Plants vs. Zombies,vita,VITA,3.92,2.89,21.48,/vita/657993-plants-vs-zombies
991753,NHL 11,ps3,PS3,3.92,3.00,53.95,/ps3/991753-nhl-11
939442,Final Fantasy Fables: Chocobo's Dungeon,wii,WII,3.92,3.14,40.87,/wii/939442-final-fantasy-fables-chocobos-dungeon
197837,Magic Knight Rayearth,saturn,SAT,3.92,2.87,24.16,/saturn/197837-magic-knight-rayearth
949770,Arc Rise Fantasia,wii,WII,3.92,3.58,63.41,/wii/949770-arc-rise-fantasia
655774,LEGO Batman 2: DC Super Heroes,ps3,PS3,3.92,2.45,24.80,/ps3/655774-lego-batman-2-dc-super-heroes
586509,Super Street Fighter II,genesis,GEN,3.92,3.18,18.61,/genesis/586509-super-street-fighter-ii
142234,Deus Ex: Mankind Divided,ps4,PS4,3.92,3.07,34.23,/ps4/142234-deus-ex-mankind-divided
783734,Borderlands: The Pre-Sequel,xbox360,X360,3.92,3.05,57.01,/xbox360/783734-borderlands-the-pre-sequel
689880,Elite: Dangerous,pc,PC,3.92,3.47,80.00+,/pc/689880-elite-dangerous
562638,Wario Land II,gameboy,GB,3.92,2.90,16.68,/gameboy/562638-wario-land-ii
574489,International Superstar Soccer '98,n64,N64,3.92,2.94,47.35,/n64/574489-international-superstar-soccer-98
631934,LEGO Harry Potter: Years 5-7,xbox360,X360,3.92,2.40,26.88,/xbox360/631934-lego-harry-potter-years-5-7
63451,Commandos: Behind Enemy Lines,pc,PC,3.92,4.08,30.73,/pc/63451-commandos-behind-enemy-lines
626302,NBA Jam: On Fire Edition,ps3,PS3,3.92,3.29,30.58,/ps3/626302-nba-jam-on-fire-edition
937323,Spyro Collector's Edition,ps,PS,3.92,3.00,40.44,/ps/937323-spyro-collectors-edition
637241,Ultimate Marvel vs. Capcom 3,xbox360,X360,3.92,3.38,29.71,/xbox360/637241-ultimate-marvel-vs-capcom-3
920630,Midnight Club 3: DUB Edition,ps2,PS2,3.92,3.05,36.79,/ps2/920630-midnight-club-3-dub-edition
952150,Grand Theft Auto IV,pc,PC,3.92,2.99,46.81,/pc/952150-grand-theft-auto-iv
957980,Bit.Trip Beat,wii,WII,3.92,4.09,7.54,/wii/957980-bittrip-beat
921495,Burnout Legends,psp,PSP,3.92,3.04,24.01,/psp/921495-burnout-legends
927126,Star Wars Galactic Battlegrounds Saga,pc,PC,3.92,3.11,51.32,/pc/927126-star-wars-galactic-battlegrounds-saga
664099,Wasteland 2,pc,PC,3.92,3.17,59.71,/pc/664099-wasteland-2
211234,Forza Motorsport 7,xboxone,XONE,3.92,2.99,73.08,/xboxone/211234-forza-motorsport-7
562551,Killer7,gamecube,GC,3.92,3.35,19.09,/gamecube/562551-killer7
587696,Tetris (Tengen),nes,NES,3.92,3.19,30.41,/nes/587696-tetris-tengen
198224,Oddworld: Abe's Oddysee,ps,PS,3.92,3.87,20.48,/ps/198224-oddworld-abes-oddysee
672352,Final Fantasy Dimensions,iphone,IOS,3.92,3.09,58.63,/iphone/672352-final-fantasy-dimensions
932516,Galaga,xbox360,X360,3.92,3.17,5.52,/xbox360/932516-galaga
217398,Sword Art Online: Fatal Bullet,ps4,PS4,3.92,3.02,55.73,/ps4/217398-sword-art-online-fatal-bullet
929170,L.A. Noire,ps3,PS3,3.92,2.93,28.61,/ps3/929170-la-noire
